"sessionID";"SurveyTimestamp";"Q_1";"Q_2";"Q_3";"Q_4";"Q_5";"Q_6";"Q_7";"Q_8";"Q_9";"Q_10";"Q_11";"Q_12";"Q_13";"Q_14";"Q_15";"Q_16";"Q_17";"Q_18";"Q_19";"Q_20";"Q_21";"Q_22";"Q_23";"Q_24";"Q_25";"Q_26";"Q_27";"Q_28"
"X4VnlqXfx6JEPOeQZpN7bnaga11GdkQiyXG0JC9svp5gU1Pqyjta05EhLaUMyiXaDviop7LYJGKQIiXl6ngObyNQqYjzHJpK9sVs39nr1r1lx4xpuTnLEl7WGXcoDUM4hyk3UbTdrJQPsHHVnQzB0C";"2024-04-18 11:41:37";"POCO";"FUNZIONI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";4;3;4;3;2;3;2;4;4;4;2;3;1;3;4;6;4;5;5;2;3;2;4;21;"MASCHIO"
"Wu578Zkc7kLCWkiPgBEugP5UuIHt1YWy70njxvueX574CNfyh5GD1Hw514VDC1ilWDgi8E4jmqhMKYHBBwcplIKlK0hlmrVaCu5AK4QOlBTnDa8pGbkpyiW6C9wfpl07Ns3tn3sL6lSiGuGHzMHRTs";"2024-04-18 11:47:48";"ABBASTANZA";"LISTE E DIZIONARI";"VARIABILI";4;3;3;3;3;4;1;5;2;4;2;5;2;4;1;7;7;6;6;6;7;7;4;21;"MASCHIO"
"n5tl9zAexw5DEA4w9A6lm63JGpr2KpsYQMiniAsIRWRIfNf6ISZO0G0vaObgken9ZtCX6sVnlwoRcFuZnAYNwQHPzKVrbLMd69wVEaxUzpGAfTAEH0b0QL0nivpn4HjueCw0jOgczz4B3RY7SQ90cS";"2024-04-18 11:51:42";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";4;4;4;3;4;2;1;3;4;5;1;5;1;5;1;6;4;6;7;5;6;6;7;21;"FEMMINA"
"A4ZtYPiTIOxgV9hmbPjl4mUQM27CRu9fMyHyG7KIewR2dnTB4VqiWBKJdJ15LhocUW1l8I55v9mSb1fi3M6uNFCTyrBk4UT7SBJN8CuNd0IPw8lxTJAZz08SzBzPixDaHQoYzmM8RGRv2lUSeJmZmf";"2024-04-18 11:53:46";"ABBASTANZA";"FUNZIONI";"TIPI DI DATO E CONVERSIONI";3;3;3;3;3;1;1;1;5;3;3;3;3;2;2;3;3;4;4;3;4;4;4;21;"FEMMINA"
"1JolpU4UO7I6WIHBXiGghjI7OEentU5EtlsRXzZoxZUDz5drXj8ecfz4S0wIJeNGhWs0vVHBEG8jOzKaWwtwfCwrsgZeS8xD0UmMKsZ7wYJBHyN1GKMFHGOWae1NW48AZpAoiB8ZXT3nEiOoRA5x7f";"2024-04-18 11:55:07";"ABBASTANZA";"FUNZIONI";"VARIABILI";3;4;3;3;4;3;1;4;2;4;2;4;2;3;3;5;5;4;6;3;4;2;3;22;"MASCHIO"
"VMzUKhUOGtn4e9parq1j1ftB1U2EMf7kBUPTTpNTfV6ivlUB3I9wGztixh3iyc7Hfkx4scUuDFtILjgPDsprHlq8r31YnZRo5zkppHAUspTwR22tfIkDkyxkzBvewJGEcX1AfEwHabVQmguOkt4uVT";"2024-04-18 12:01:46";"MOLTO";"FUNZIONI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";4;4;4;4;4;3;2;4;1;4;2;5;1;4;1;6;7;5;6;6;7;5;6;21;"MASCHIO"
"cPyVfBDdE2Kt7LIo08lG52Q0PmS13MKcHRkJUDO21YGO8UbVyg1UFvr6oQpZoZfn3abrUHlwIBzimDZp11QI4MWaRhajdNGw6s4wWkWd4g0b0D008HEEZUjittra5z0MxVczFumazncSSpck1KflLG";"2024-04-18 12:01:48";"MOLTO";"FUNZIONI";"LISTE E DIZIONARI";4;4;4;4;4;3;2;4;2;4;2;4;2;5;3;6;5;6;2;6;6;5;5;23;"MASCHIO"
"6MILLaUuSN9rrpJaWrsR0YBBSAoZV2NssPooh6pmhYCJcLexVLq9VK2Izb5YmoXPQycnG73qAwyIeTVACRxxsGFZWC8Ktt1J3t8ZlTxi48x3qTU0WKiFTluGRNBKR5JkRuxN2aOuHbz54vGbebNY8S";"2024-04-18 12:01:49";"ABBASTANZA";"FUNZIONI";"VARIABILI";3;3;3;3;3;3;2;4;2;3;2;4;2;3;3;5;5;5;5;3;4;2;2;20;"MASCHIO"
"MpGzGQNDtOLbM9UNDn2IYSzD1Fe9UWkjBN0ivjD7kgmrRXjWgpjKtBoDY4n5685ldXIjE38fZ38ZRykvjH7aWnzjS6hMdYrZcUTcrzE1m8hsd5UVdhnYZrq4XbowdZlL5gIIRoybLgR2z7z1bWQDrt";"2024-04-18 12:04:08";"MOLTO";"FUNZIONI";"LISTE E DIZIONARI";3;4;3;3;4;2;1;2;3;3;4;3;2;4;3;4;5;5;5;4;3;4;3;-1;"MASCHIO"
"E8Of36UUrDLRKJqKm7j0DvKc6uDFgO7rJY7d6tP2eDa78DFkObIco6i2hPnLAzpD56y8NMrMyouL1g0xFTmjp9kKt5X2sjH6sQOpvZLVoIhzdJrUr96Z7InGfE6cThCzlwK6eMAJflGhrYk7puuYnL";"2024-04-18 12:05:18";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";3;3;3;3;3;2;1;3;5;3;1;5;3;4;5;4;4;5;6;4;4;4;4;24;"FEMMINA"
"AiEiv7FJeFhnAsK6VW40w9ASMsRV6qZNEPfYVwR7B4CYtJKZzn1gpunjPqxKWrieNA4WKJlNw29h5Y2bAoMU3yfOfQr5UNfg1ddrsmyF28z1634nDbxNH62OkFxG19zUHlfhVqxAy7xN5UVSOiYFQ0";"2024-04-18 12:05:31";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"LISTE E DIZIONARI";3;2;4;4;2;2;4;2;1;4;4;3;2;4;2;4;5;4;3;6;3;2;6;-1;"MASCHIO"
"xcWoQlwKNSZnXGfbQ1F8xJQBZZlG96F842dznTUZe05IRtxHTA1nArVv0i3GFqFREORY9rjH5RQomUJpXU6HPbsKWNdOGO0pQrZBQksSQe3czhoAdo9zIgynVgyy2EnNQxTKHPRtdc6wu3uV7PFl1A";"2024-04-18 12:06:28";"MOLTO";"FUNZIONI";"TIPI DI DATO E CONVERSIONI";4;2;3;4;3;2;1;4;4;3;2;-1;4;5;2;7;6;6;6;4;5;5;5;21;"MASCHIO"
"mDe863CoVLJftrT7JjPTqiDrdTTy9OREr3BZH3STQUOCBbR3zTSvMpfSUd42LiMyznzjp1vKRscJ9ABRjxE7KvddIrVnHfQdcwyV18i8W07QKmE4uslW7Sw6P9i2nj6ayYit9scmKb9FdfJRrCBg8b";"2024-04-18 12:06:28";"ABBASTANZA";"FUNZIONI";"LISTE E DIZIONARI";3;3;3;3;3;3;2;4;3;4;1;4;1;5;2;4;4;4;4;4;4;4;4;24;"MASCHIO"
"zzoUEiosICe23KjG7DtRi4xts7pvFIJAGYHu4q8dvB42rflG7mniNkScgWYBDGtIX9hXIPsMvfFvG5rNfvIoKAPEM2NESAhwRojdSdUQyIQe71QVqM2BZwI2PPbHCG1wLW2gKL9NLnDMfpChbfDCSn";"2024-04-18 12:06:44";"ABBASTANZA";"LISTE E DIZIONARI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";4;4;4;4;4;5;1;5;1;5;5;5;2;5;2;6;7;7;6;4;5;3;2;21;"MASCHIO"
"eIAdjJlvIMafjj0ZMd2VKlKRYysfMbQ9X2XvJdlnYdpilRUVeHO9E1800NX4KbaJsW301JZ6WliHkUpYAdaRIp7PWu50r2BFswOwvh51e7weIiwxOrzYh32mw5elj8zsdysFwdPmX3cBmH7xapi0Wu";"2024-04-18 12:07:54";"POCO";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";3;3;3;3;3;3;2;2;4;3;2;3;4;2;2;5;5;5;3;4;4;5;5;31;"FEMMINA"
"Dm5PRxtS5rOvL1rsfCFX7r3W883LYtWUgJOTTWoyFIXEhIez4pkHoieUDWZvqo5J8MH8Qb2DzCrYVQTMQ97VkBo9Uh83peJYIO5b7sEawfH2cpmhnZfrqs9zigPCdV6n9gYFV2T0dnh63LprmRC6mK";"2024-04-18 12:09:54";"ABBASTANZA";"TIPI DI DATO E CONVERSIONI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";4;4;4;4;4;3;2;4;2;4;1;4;1;4;2;6;6;6;5;5;6;6;6;23;"MASCHIO"
"hHGsEPfXTA7lkiv3RK9bqncrxy7jgDKHRxJrtHWkpyp0oIjMEXaMz4FKSCAvZRYnEKBaxEH667og65u6Dv4ROrO6Y2IlxFRElAtZln2NOVdfx2tZ8djLRHmYjGgrnVyfmOTFtKiIzNyw4IdShTi0pM";"2024-04-18 12:10:28";"MOLTO";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";4;5;4;4;4;3;1;4;1;4;1;3;1;5;1;6;6;6;6;5;5;5;5;20;"MASCHIO"
"nCIJjetoxR8yREeSWjyxDbbm19OaeiJ7hoTbWQN0Li943rcnXpSmi6qSF82F0JzKmTooBG2iSyrk2INBoFjwYzkORaYkfwXUNrHmEvOPHztxSAQDPDrqXbj5YSSYppbMYb1hrdGzGCTm5mHsXOrBAJ";"2024-04-18 12:10:41";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;24;"MASCHIO"
"YIbZTwvd0sOQkHv4G3TydD8620N6aF6YBe2JoELGrFM9yKtzy8iRXMYRSN3KoOR9hzcUmsGYK6FmGF04FfRqpEgIJoiZkLnxEySgqoOhWNhwWLBT5NTkfZLKDMzpToALiw2Bg1jhqPxF7kVcKFK0P5";"2024-04-18 12:10:43";"MOLTO";"LISTE E DIZIONARI";"VARIABILI";3;4;4;4;4;3;2;4;3;4;2;4;2;3;2;6;4;5;5;4;6;4;5;21;"MASCHIO"
"7Wp9pbwaFpzs8U6nVOHHOR0cifzikn3BfVGPUW9hs5KHRFmxph8BD1pfmTji7QuImPKPaD88AgO4jIBdzCrrAVXZ57ymOhUEt3XNZKRtQbL2NmKwS2KLbrcAUH738k6cdHhOvWdy0gMaBB7yxmbcWb";"2024-04-18 13:43:15";"POCO";"LISTE E DIZIONARI";"VARIABILI";3;3;3;3;3;3;2;5;4;3;2;3;4;5;2;5;2;4;2;4;4;7;7;22;"FEMMINA"
"rG12T26lBUmQzM1bvBG6cjjUEscimMt06RFrkpHnQJLA64N6Z8eAQNpN0RdIP7STec347WzKUwQxp6BF38GIPuVjGcNrRu4AaM6ENQigrSQIsmHCD3DbTVUQXItITC2QPqXmN4rV5grKsKMZJak0rs";"2024-04-18 13:43:16";"POCO";"LISTE E DIZIONARI";"VARIABILI";2;3;2;3;2;3;2;2;5;3;2;3;3;3;3;5;2;4;3;3;5;4;6;20;"FEMMINA"
"eVWAaD0FBOCn0lk0B3EqFe8VbERXlrWRdEpDlkyDqBnk4UnW1O52rJUuM1ohiMbEF54P8BMHxFWeOBb9zdspkpxM62DKAOo6Ai6LZYiD1gwpjaxvUtGAxIzpZeF6bkpFdDe4vWbHIRRhRD8s8hkzGD";"2024-04-18 13:45:06";"POCO";"FUNZIONI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";3;2;3;3;2;4;2;4;2;4;2;1;2;3;1;5;4;5;6;3;4;3;4;-1;"MASCHIO"
"rEm3HgxIEt4zewoo3ndRaZaoS7DZHh1GCWNELIKW8iw3d4VSj4KJedjGsc3amaEsw94zVxnuX9pdj796TzbiIf8TjAVysKFSkAfbtNGJVjuuA6Vv35n1mxSfJQ1KPNHYBp4uSH7jzVS6txjtKrXqoW";"2024-04-18 13:50:27";"ABBASTANZA";"FUNZIONI";"VARIABILI";4;4;3;3;3;3;2;3;3;3;3;3;2;3;2;5;5;5;4;4;4;4;5;20;"MASCHIO"
"Gar3ak7Xw6BSR4MVBAknwR5z93gvm3mERKcaCCEmWkl9Vi1zwYD8S6GSnU3xlDFdp6XgPofQUoNfDGZjQJ3xYYCnlLntQ9HLIh4YwQPUBpg3sc3tFUv3bACzImdQtTZIeq2U7pwkYPBIetefaUui7n";"2024-04-18 13:50:54";"MOLTO";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"FUNZIONI";4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;5;4;4;5;31;"ALTRO ..."
"VeUMdZuNk6qvEwerdHK6FHP3Wpow2mDsTC4nERR06agcTrGSPkFtcTsZqlgyYb4hDHoPBvta7LIDMzgl4wm3COVWEEkUmzfCRRdTEbB45tMHiUQgApEu5wQztFlqmRYcwypdoto4gksZrYPuzdw4KV";"2024-04-18 13:58:15";"POCO";"FUNZIONI";"LISTE E DIZIONARI";3;3;3;3;3;3;3;2;4;3;3;3;2;4;2;5;5;4;4;5;5;3;4;20;"MASCHIO"
"bIiWC43yxvjCJbtyUeDk9yv40kaYYHaBU8XLYg1bZVxgAFaqAToA0YUbZNYgABGGe8jIrqFZPBC9Lka0ZFoj5wPFqBUX39zocxdr9FkMHiay9MBXGs0MtUhqX0YVP9ESHoOE5P1Jjnrpgc5mj0WWkh";"2024-04-18 13:59:29";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";4;4;4;4;4;3;1;4;1;4;1;5;1;5;1;6;6;6;7;6;6;6;6;-1;"MASCHIO"
"GVWlrRcW8aRsQs8SMs7siZUm0UYaRZTABK8BDfLhtcgmcTDhQ2c6jYyTdUyjeDIEwOgmUz7yxrXkzYsTySLMZ5nMwSDZOo9m4loPGSef2af5lGFMlVm9BaEsUYQLBVE2gIP2JkjndKuljQHL0crU1A";"2024-04-18 14:00:54";"ABBASTANZA";"VARIABILI";"VARIABILI";1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;1;3;5;5;6;5;5;5;45;"MASCHIO"
"asNdJY7epwjBnvNJ1giYMHhdi3FqnOHFzaXfR9zCAqShLWpjEyJkubWDHDTVFPuauQFlXBOgj8lrpQUbppj4tLbFIYlxGFJroXFMuyVDoTGcBKqnYp4WSQq2Ao0C9nz6mTnk4Y0q0CognVjd8WHi3l";"2024-04-18 14:03:02";"ABBASTANZA";"TIPI DI DATO E CONVERSIONI";"VARIABILI";4;4;4;4;4;3;2;2;3;4;1;3;2;2;2;6;4;6;6;5;5;5;4;21;"MASCHIO"
"CVWs2cSO4vO80kFBvOt47CkGSDnBKSydPm2MnbgcrGgXzPu4GNxjcKIhpznEI45GvN1SOUZuMUvfBZbfbKgFJO7rXIuzGgtOomA2GNt3it5k659VsCKU7WkQ4WoJcDPv1SoP6UL9hTCvxrqvOUMWxd";"2024-04-18 14:03:17";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"TIPI DI DATO E CONVERSIONI";4;4;4;4;4;4;3;4;3;4;3;5;3;5;3;7;7;7;7;7;7;7;7;22;"MASCHIO"
"bACgnuPGpQAu9V6CKwxl87Cq3qnswLzbO7z00tVWZQ70gEIR3rI4Ra56uI9jpjk7rQjm3kZ8vlTMcVYtb0N5zQRS8MfLiJ8tFPiA3cPSmErTYMwyiiV6M1HxAuDG1eOqKA1C5Ya4dvbolcQYBc40TJ";"2024-04-18 14:08:31";"ABBASTANZA";"LISTE E DIZIONARI";"VARIABILI";4;4;4;4;4;5;2;4;3;4;1;4;1;4;1;6;6;6;6;5;5;4;5;21;"MASCHIO"
"gujw7iX7vIxC6TmlTE6BeR5TYqEAu5SA3lKCcwQlcLOlop6Mh85dsjDtMtWzHxgHkCtUHVNjE5SFLD9W6oiDeGTJIaZvv9f2hkkq0uqJ5B4KkzqctkvA1WpOSCpTcYqsTotgBoeuUzwkfBiG3wq0OG";"2024-04-18 14:10:01";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";3;3;3;3;3;4;1;4;2;4;2;4;2;4;2;3;6;5;6;5;6;5;5;21;"MASCHIO"
"WIopqPCgEhcGbHWjJHiOwuU1k1KiP3WA6YibfbzCkj6XxpeyFeOiga9y1UHlTLGd9HaLTzNRTwbfhdpnZdPPFR64s2dMXKd3qRnrhiMPy8rAhCjsSOhQVToQAHTlWUUSX8gpxWPHbB73RXVEVQJTv2";"2024-04-18 14:10:01";"MOLTO";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";4;4;4;4;4;3;2;5;1;4;1;5;1;5;1;6;6;6;6;4;5;3;5;21;"MASCHIO"
"h0sRfOMoTyqeZ78K1AO0ZBdmYWFsGxKuKJfzZ6k50BH7YP1aRhhwTNLsIctYi4iqg4P7kXEuVmRYzyNZeJNjVLnR503R9srXshwY4SvYlmRd3QpxLakVMDlLgoL6pxntLNDgFsxppxupaDcpYqEg1L";"2024-04-18 14:13:44";"ABBASTANZA";"TIPI DI DATO E CONVERSIONI";"LISTE E DIZIONARI";3;4;4;4;4;2;2;4;2;3;1;3;2;3;3;6;4;5;5;4;5;4;4;34;"MASCHIO"
"Lw4EpGgSUwVn93qDZzTHIBEUI1UmxhNhTobiH3U3haDER83t05G2sm6ZNuZk4xf7TUyoU47ISOni3XlN0xkr9egHwI5ddw3QqTCntSQ1is7NkXFCePi1Ogyn0PtfQhbsZnm4PvFnmUyWVg3rVoeYC9";"2024-04-18 14:14:47";"ABBASTANZA";"FUNZIONI";"VARIABILI";4;3;3;4;3;3;2;4;3;4;1;4;1;4;4;5;4;6;2;4;4;5;5;22;"MASCHIO"
"uypEje4HpKoG2PStRlfe5wuTskSD1z2xgtXBd2upQkB5Hc92DOQg6WEqg5VIslRqnRSIlY1RN1AODmZPRu2VZQTdAQ2VNv1gynC9e0jH5L0VYM0rIp4TetP4ezs1319TeGmJILC34FONPWbJK7zvSj";"2024-04-18 14:15:27";"POCO";"LISTE E DIZIONARI";"FUNZIONI";2;2;2;2;2;1;3;4;5;3;1;2;4;3;4;4;2;4;4;1;1;3;6;21;"MASCHIO"
"ogl5iW7SFFCRz6Cm9hUSnuDwNqU3PHniOd21jBKzVUzCtD1ildDEZgpiTtUAWFnQGTZN4wY28LI7tsrTUCFG1njiLG8D7IZiXBYVYfpkdjmv43Sa5gBIQGX36dtpiTRQ04E1Wpqn825fdGLcNr9sYy";"2024-04-18 14:15:34";"POCO";"LISTE E DIZIONARI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";3;3;4;4;3;4;2;3;4;3;2;3;3;4;2;4;3;5;4;5;5;5;4;-1;"MASCHIO"
"WmnvuLFUjLBWcdAwzUDoKv7uPZdhDWkA8P9aTZzyjbLI6UWx9tnwRnclF2hX5ac6SszM2lJo5PqQQ4DZIxhmG8BQHeeLXP5LWvNMlwVjSrjLlQIRn1aOx7D0pWPKwjvt0PjO48HyUilEeRVESKZ7fI";"2024-04-18 14:16:24";"ABBASTANZA";"LISTE E DIZIONARI";"VARIABILI";3;4;3;3;3;4;1;4;2;4;2;3;1;4;2;6;4;7;5;6;7;6;7;20;"FEMMINA"
"4osoo05UOz5voX7myVV4ytZ7lsQwsBTsA1TVBiIpQ0N4fmq4dXIFap1KGJlWNeAxDqvKZ54R60KcjzbD80YewTYAsEQLXR5tr0sYbDI4inmLPYck7xC8HurLmbzOEGpbbs6jKZdpypdNDhcg9bVoFp";"2024-04-18 14:17:49";"MOLTO";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";4;4;4;4;4;3;4;4;3;4;-1;3;3;4;3;6;5;6;6;5;5;6;5;20;"MASCHIO"
"pVKbbrU1QE8uuyuLeVtruihp1kLhx6Xigg0qr34Ii39647nrjf4i6lfoqotara7i1UO22jaLyWdqwh3ctk0NCJylvONUvkkLlHtaYrlpMUDwnUu1YyEh0FSDYiC2AeaivH7UVAFsAXiJlYMHfv1wkb";"2024-04-18 14:20:25";"POCO";"TIPI DI DATO E CONVERSIONI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";3;3;4;4;2;5;2;3;4;4;1;4;2;4;2;6;6;6;6;5;6;4;3;24;"MASCHIO"
"dLtEckY7tw2NuRLtwOZXG9RLW5IGMnCSDk30bClmBqxwXcPyL8qCIKukO3YxNGvKvZxHHSY2HP5VlngG7bFHlR2zP7dVXqJh4KKnyGuLnuki8EZemFWbo1CPOddGFkXQFDCOMwwXuwH9PRk1uICkJq";"2024-04-18 14:22:30";"POCO";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"LISTE E DIZIONARI";2;2;1;2;2;2;1;5;4;2;3;3;2;4;3;5;6;3;4;3;3;2;4;22;"FEMMINA"
"i4meV0yPrQgXb61J39oBAQ7C7WdtCtMCeGgMKL2GG82ksuWbztIyyIq4HuuuxuuL1bJS0lhVD3jHUAtLqq4vtIByr7aozd2iynKBlw2XBXn5N0AYDWv4lT6sGjy8Y44U6jbIIDJDYUeWxtG8mkD1Ey";"2024-04-18 14:24:10";"ABBASTANZA";"TIPI DI DATO E CONVERSIONI";"VARIABILI";4;3;5;5;3;3;2;4;4;4;4;4;4;4;3;5;3;5;6;4;5;4;6;24;"MASCHIO"
"4EV1U9qi7KYn3Cse0KUCOXh3lMhelE2sP77uosbPLSQCTFmbhyLUZvW3lO87Mrp0fsNKAW0l04q4hf9Jy4UKbEaoeTf2xKOo4GUWtSMBgRitjHCqDL8HeakuP9TlIPuvdCxn3QC6DLtHHh1DLYOOmI";"2024-04-18 15:56:21";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"LISTE E DIZIONARI";3;3;3;3;3;3;2;2;4;3;2;3;4;2;4;5;6;3;4;4;2;3;4;21;"MASCHIO"
"Bsjp61biZJeZTDWET9Y2xY185Eud3ifPXYG97VBnQhkFV8K8BWXMG8XoZKONe0BSP7c2C3fVj0993xOx4A8Qjvgnh6G9jQnFhvNSLzOA26nXAb2TYTWqAi1gexcMmBOgsqJVhQf6bxOymnvp2ddkIc";"2024-04-18 16:01:42";"ABBASTANZA";"FUNZIONI";"VARIABILI";5;5;5;5;5;3;1;5;2;5;1;5;1;5;2;7;7;7;7;5;6;5;6;23;"MASCHIO"
"wkatr4h0eBneneQmziNHPRXmlhHIPBVfRxM42NCVtBNaPlrw7I5r1gV8IQFZ7vjIT8CpcKtF8xwLV6aElTilFdOr42KBhcvUCX3V5MBJRtLOjhdoAqtvL0qdtxuFy1cjyBEfxu68D8iMtPSmXBQSfu";"2024-04-18 16:09:24";"PER NIENTE";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"-1";2;3;3;3;3;1;3;1;5;3;3;1;4;2;3;4;2;4;3;1;2;3;3;28;"MASCHIO"
"OncLV6zv4whceYUvtUd9IhWVdSjbiEsZbXP3cOabhWKOSQ6QQ118M38mHDZIxpjsu4VaNQgIyWLSk9T4nHgeamkrjouXuIdYwhfL2waFY6ZUtmwQ2HdjcsIcxPAjFrEdWcyxtEAunSCjhnwpEcfXiH";"2024-04-18 16:14:03";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"LISTE E DIZIONARI";4;4;4;4;4;4;2;4;1;4;1;5;1;4;1;6;5;7;5;6;7;6;7;22;"MASCHIO"
"9blnsTZGJ1Fuv5AOXQ376tvfzaeul9ImruA0jij80hqTbX2WcEJHvcdXavT21Y7XI8ZcgjbpCVxzfNgVtzTwWOMcDHphwy2pc1Z8CLe9YhjpGYIhuerYF2cetv0gCu9U7l38ziKQBhIS5HFlAJn1Fr";"2024-04-18 16:14:53";"PER NIENTE";"LISTE E DIZIONARI";"VARIABILI";1;1;1;1;1;1;5;1;5;1;1;1;1;1;5;1;1;1;1;1;1;4;1;28;"MASCHIO"
"srwjRIj1equIMfiwVdoZd1MLBCyGFHrAiHMkFc5zxJQhklZPTsEW5Wl6HpTFrCUPqZXQZI6rdv2DkK8Pk0uAFJi5AfXtBw3GiJctSBmqs3BNp1Nn0Hiu8kcOa9t6Z6hnqSRCtxnMo6UgLZnKV4WzPn";"2024-04-18 16:14:56";"ABBASTANZA";"LISTE E DIZIONARI";"VARIABILI";4;4;4;4;4;2;2;4;3;4;1;4;1;4;1;7;6;6;5;5;5;6;5;22;"FEMMINA"
"hNuy7h1BIM3z727xiDjFo8kywBP8CtY11DxETXMgUqtdZEkIz7l6VpGtGplgAFAV8GvsOpnbGCRGI5bynNhPhd61R81s2mmTSWv3XvRX54GgyBnT6oXoqya3aHblFY5DLDqqtPTPJnxzqE4i6nM9Kq";"2024-04-18 16:16:25";"POCO";"LISTE E DIZIONARI";"VARIABILI";3;3;3;3;3;3;3;3;3;3;3;3;2;3;2;6;5;5;6;5;5;6;7;21;"MASCHIO"
"puTO666RE7AkRAECx3OiuGS6XNJofbbEGxIQ4w0iCe8NVfVo25i9wC0jPvVQAZMbNv4YwE7dhhf4LVLBeCco1J7mbRA5SStF1BYKgg0iLVFl3K4wFtRz4FgOF1DrOfCfBIsstWPyb1dFXhuC01acNW";"2024-04-18 16:17:50";"POCO";"LISTE E DIZIONARI";"FUNZIONI";2;3;3;2;4;3;2;2;3;4;2;3;2;3;3;6;6;5;5;4;5;4;4;21;"FEMMINA"
"sfgxSghxSDD1MapMuzWOpX5yUisodk7Btob5X1DP7NUuDppHxVotTfBhe5n1CoPbMEhx5Ce8gMLZ0BvCW48h3BeWB7GbbICEwieIQjn3dIOSmusUP8tA4ezf8x4YS62439NqDeZrpUdvZqyyFrIyyk";"2024-04-18 16:24:22";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"TIPI DI DATO E CONVERSIONI";3;3;3;2;3;4;3;3;5;3;2;2;4;3;4;6;6;5;4;4;3;4;4;25;"MASCHIO"
"RMzLxRi9wcpnKKtQgWLcPGZcnvtcCOP6vlKXzzdKYKHCT8SAv6g2Hzr4IZeQt3eDcSbmmhQs3devr1VkuSDSaRHalS2IEpkCykKO7da0mBSkg03qHzqptCce2eSCOjCBZZT8cv7LTVpc5WMS7qdXHU";"2024-04-18 16:24:33";"ABBASTANZA";"TIPI DI DATO E CONVERSIONI";"FUNZIONI";3;3;2;3;4;3;3;3;5;2;3;2;3;2;3;3;5;4;5;3;5;4;4;22;"MASCHIO"
"g2popJknUct2OcRpYQUDoJTqobQHhXSC9dXG6rCQEsiz8mk96TuvqXIAlZpl61xxT2uoPJiHeCAeE9hIvFP0cTVMlc5EVO58nAeVJchBzQ9pkdLidc0cq1h59PdS7D8DkJP4NIiepKMSSW8Zsh58Sm";"2024-04-18 16:26:50";"ABBASTANZA";"FUNZIONI";"LISTE E DIZIONARI";3;3;3;3;3;3;1;3;3;4;1;3;1;3;1;6;6;6;5;4;5;4;5;21;"MASCHIO"
"ydkYMQ44mEyk1MphqDwurcMIEUQtbRouMmeUJW1rPQBJjAsjrsAqhUh3EQwheB2VFCSa0dD0eFOzJFAzuMfJEIRH9HXuoi11XAeCNHWgfB8Sl2Hyq5ZOFBRA1D0duJUfr5255hB6lNmRMWrWLAe0XL";"2024-04-18 16:27:40";"POCO";"LISTE E DIZIONARI";"VARIABILI";2;2;2;2;2;2;1;4;1;5;1;3;1;4;1;5;5;5;6;6;7;7;7;21;"MASCHIO"
